,0,1,2
167,July 15,benjaminh,Wait—you mean you can't manually check your oil level with new BMWs??
168,July 15,dino001,That’s correct.
169,July 15,qbrozen,"Oh, you can manually check. You manually push some sequence of buttons and a level appears in the cluster that ""estimates"" how much oil you have. At least, that was the case in my 2008, so I'm assuming that is still the case."
170,July 16,roadburner,"They've improved the sensors quite a bit on the Fxx and Gxx cars. I'd prefer to have a dipstick as a backup, but on the newer cars I'm comfortable with the sensor."
171,July 16,benjaminh,"Before I had it, I thought ""rain sensing wipers"" fell in the realms of unneeded and even silly features. But yesterday driving my son c. 80 miles in traffic with variable rain conditions the darn thing worked pretty well. Not worrying about how fast to put the windshield wipers on made it slightly easier to carry on a conversation and worry about the other aspects of driving. Obviously not an essential feature, but it can actually be useful imho."
172,July 16,benjaminh,
173,July 16,benjaminh,Alex on Autos likes the performance of the A-Spec TLX....
174,July 16,ab348,"It is an absolute gas to drive. Much faster than any car I've ever owned so I need to watch myself. The handling is something else too, as it has far more capability in that department than I am used to using."
175,July 16,henryn,"I have a good friend who owns a late model Cadillac SRX, I disremember the year (2016? 2017? Whatever.)"
176,July 16,andres3,"I think that KBB review is ""fair.""  The TLX just isn't a real sports sedan.  If you bought one thinking you'll go canyon carving with your BMW and Audi friends, you may be disappointed.   If you got one thinking you got the better Accord, chances are you'll be happy."
177,July 11,stickguy,cute ad.  and the new Forte is a nice looking car!
178,July 11,cdnpinhead,"I'm fairly confident that the majority of people driving cars today couldn't tell the difference if only one wheel were driven, never mind on which axle."
179,July 11,Mr_Shiftright,"Once in a while we've actually had that question in Forums: ""How can I tell if my car is FWD or RWD?"""
180,July 11,qbrozen,"considering how many damned cars have black interiors, I'm pretty sure even that is not a prerequisite."
181,July 12,Mr_Shiftright,
182,July 12,roadburner,It
183,July 12,Mr_Shiftright,"No excuse for this, really. It has enough HP to be entertaining."
184,July 12,stickguy,sounds like something I might like.  Sucker for hatches of this style.  I can take my chances with a 14 second quarter.  Super comfy seats are a big plus.
185,July 12,ab348,"I do not find it attractive at all. The previous version was far better looking IMO, and inside, this one is not good at all. As a GM fan this car is a huge disappointment. Top that off with performance that is mid-pack at best and I suspect the model may not make it to the end of its 4-year production contract with PSA at the former GM plant in Russelsheim, at least for North American markets."
186,July 12,benjaminh,"After a week apart I got to drive my new TLX for more than an hour today, all in Sport mode, which is the way to go for the 2.4. One highway run of c.70 mph with AC had a car calculated 36.5 mpg. If that's not a fluke, and if the car's mpg calculator is accurate (the one on my Accord was) then the highway mpg is very close to what I got in the 2016 Accord. Still finding all sorts of little quality touches, such as the nice feeling carpet, and the hidden storage area in the trunk (no spare tire, just fix a flat). I'd rather have a tire, I think, but the honest truth is that I haven't changed a tire since about 1995. Since then I've always let AAA do it, or tow it, and I haven't had any regrets."
187,July 12,henryn,"It has been several years since I last used a spare tire.  And then, bang, last Saturday, blow out on my minivan.  I hit something out on the freeway, never saw what it was.  My wife (now ex) used AAA and other ""road service"" (USAA insurance) several times, and the average wait was 1 to 2 hours."
188,July 12,stickguy,"Henry, I am with you.  No spare tire is a hot button issue.  Last blow out I had was at night, on a holiday, in the middle of nowhere.  At least with the donut on I could get to a hotel, then next day find a tire store.  The tire was shredded so yeah, no can of fix a flat was helping."
189,July 12,benjaminh,
190,July 12,Michaell,I noticed the lack of a spare tire on my test drive of the CPO 2015 TLX last weekend. I'm very much on the fence about this issue.
191,July 12,stickguy,the plastic insert should pop out.  I know for sure in the ILX it did.
192,July 12,benjaminh,"Almost everything about the TLX seems to be significantly higher in quality than an Accord, and often that higher quality comes with some added weight. I assume some designers several years ago said, more or less: here's a way we can save c.40 pounds all at once. And how many people really change their own tires at this point?"
193,July 13,sda,"Keep the comparison review of the Accord/TLX/CR-V coming!   Speaking of which, do you find the TLX to be significantly quieter than the Accord and how so?  I do believe you can run regular gas without damage in the TLX without too much performance degradation...if Premium gas is recommended and not required."
194,July 13,stickguy,"Premium is recommended in my RDX too, but runs fine on regular.  The engine is identical best as I can tell to the Pilot, Accord, etc.  I think it even has the same code designation.  Same compression ratio, even same power output.  The TLX, not sure how much different it is than the Accord motor.  Odds are it is fine on regular but might cut performance slightly but only at higher revs."
195,July 13,stickguy,"with tires, it is not just a matter of not wanting to change your own.  You can still call AAA.  The difference is, if you have a spare, they put it on and you are on your way.  No spare, and you are riding in the front seat of a tow truck, or standing on the side of the road waiting for an Uber, while you hope that the tow truck drops your car someplace that can find a tire right away.  Just hope you don't get a flat when they are closed!"
196,July 13,kyfdx,"My wife's car doesn't have a spare..  or, the one before this one..     Since 2013, no issues."
197,July 13,benjaminh,"Yes, the TLX is quieter than our 2013 and 2016 Accords. This is esp. noticeable over slightly rougher pavement where we got a fair amount of tire/road noise in the Accords. This is muted with the TLX. Starting in 2018 Honda has started using some of the noise reduction engineering adapted from the TLX for the Accord. My guess is that there will probably still be a difference with the TLX even compared to the new generation of Accord, but not as much."
198,July 13,stickguy,"I am planning to stop at the Acura dealer Saturday afternoon, for their ""summer event"".  Free lunch and a test drive, what's not to love?  Will give the wife a chance to scope and (and hopefully drive) an RDX, and will also spend some time in a TLX too (won't need to drive that one)."
